ItemId,Item,Category,Tier,Rarity,How to Obtain,Where to Find / Source,Crafted At,Recipe Unlocked By,Notes / Primary Use,Source Section,Referenced In
CON_PATCH_STRIP,Patch Strip,Consumable,0,Common,Crafted,Crafted at: Camp Workbench,Camp Workbench,—,"Repair,Use",Field Manual Table 25 - Consumable Compendium,Recipe Output: RC_CON_PATCH_STRIP
CON_POLISH_PASTE,Polish Paste,Consumable,0,Common,Crafted,Crafted at: Grinder,Grinder,—,"Clean,Use",Field Manual Table 25 - Consumable Compendium,Recipe Input: RC_CMP_GASKET_CUTOUT_SET | Recipe Input: RC_CMP_GLASS_FIBER_SPOOL | Recipe Input: RC_CMP_GLASS_VIAL | Recipe Input: RC_CMP_LENS_BLANK | Recipe Output: RC_CON_POLISH_PASTE | Recipe Input: RC_EQP_HATCHET_T3 | Recipe Input: RC_EQP_HATCHET_T3 | Recipe Input: RC_EQP_PICKAXE_T3 | Recipe Input: RC_EQP_PICKAXE_T3 | Recipe Input: RC_ATT_4X_SCOPE | Recipe Input: RC_CMP_OPTIC_LENS | Recipe Input: REC_016 | ...
CON_SEAL_TAPE_ROLL,Seal Tape Roll,Consumable,0,Common,Crafted,Crafted at: Camp Workbench,Camp Workbench,—,"Repair,Seal",Field Manual Table 25 - Consumable Compendium,Recipe Input: RC_CMP_CONNECTOR_HOUSING | Recipe Input: RC_CMP_GASKET_RING | Recipe Input: RC_CON_CLOTH_WIPES_BUNDLE | Recipe Output: RC_CON_SEAL_TAPE_ROLL | Recipe Input: RC_CMP_HOSE_CLAMP | Recipe Input: RC_CMP_HOSE_SECTION | Recipe Input: RC_CMP_PIPE_SECTION | Recipe Input: REC_008 | Recipe Input: RC_CMP_O_RING_KIT | Recipe Input: RC_ATT_EXT_MAG | Recipe Input: RC_ATT_STOCK_PAD | Recipe Input: RC_ATT_SUPPRESSOR | ...
CON_SOLVENT_BOTTLE,Solvent Bottle,Consumable,1,Uncommon,Crafted,Crafted at: Camp Workbench,Camp Workbench,—,"Clean,Process",Field Manual Table 25 - Consumable Compendium,Recipe Input: RC_CON_CLOTH_WIPES_BUNDLE | Recipe Output: RC_CON_SOLVENT_BOTTLE | Recipe Input: RC_MAT_MORTAR_PASTE | Recipe Input: RC_CMP_CABLE_TIE_BUNDLE | Recipe Input: RC_CMP_GASKET_SHEET | Recipe Input: RC_CMP_HEATSHRINK_SLEEVE | Recipe Input: RC_CMP_O_RING_KIT | Recipe Input: RC_CMP_WIRE_SLEEVE | Recipe Input: REC_001 | Recipe Input: REC_013
CON_THREADLOCK_VIAL,Threadlock Vial,Consumable,1,Uncommon,Crafted,Crafted at: Camp Workbench,Camp Workbench,—,"Repair,Use",Field Manual Table 25 - Consumable Compendium,Recipe Output: RC_CON_THREADLOCK_VIAL | Recipe Input: RC_EQP_HATCHET_T2 | Recipe Input: RC_EQP_HATCHET_T2 | Recipe Input: RC_EQP_PICKAXE_T2 | Recipe Input: RC_EQP_PICKAXE_T2 | Recipe Input: REC_003 | Recipe Input: REC_006 | Recipe Input: REC_007 | Recipe Input: RC_ATT_SUPPRESSOR | Recipe Input: RC_WPN_BOLT_SNIPER | Recipe Input: RC_WPN_SERVICE_PISTOL | Recipe Input: REC_021
EQP_COMPOSITE_VEST,Composite Vest,Equipment,4,Rare,Crafted,Crafted at: Machine Bench,Machine Bench,Armor,Equip,Field Manual Table 27 - Equipment Compendium,Recipe Output: RC_EQP_COMPOSITE_VEST
EQP_FIELD_JACKET,Field Jacket,Equipment,2,Common,Crafted,Crafted at: Camp Workbench,Camp Workbench,—,Equip,Field Manual Table 27 - Equipment Compendium,Recipe Output: RC_EQP_FIELD_JACKET
EQP_RESPIRATOR,Filter Respirator,Equipment,2,Uncommon,Crafted,Crafted at: Camp Workbench,Camp Workbench,—,Equip,Field Manual Table 27 - Equipment Compendium,Recipe Output: RC_EQP_RESPIRATOR
EQP_HATCHET_T1,Hatchet (T1),Equipment,1,Common,Crafted,Crafted at: Machine Bench,Machine Bench,Tools,Equip,Field Manual Table 27 - Equipment Compendium,Recipe Output: RC_EQP_HATCHET_T1
EQP_LIGHT_ARMOR_VEST,Light Armor Vest,Equipment,2,Uncommon,Crafted,Crafted at: Camp Workbench,Camp Workbench,Armor,Equip,Field Manual Table 27 - Equipment Compendium,Recipe Output: RC_EQP_LIGHT_ARMOR_VEST
EQP_MULTI_TOOL,Multi-Tool,Equipment,2,Uncommon,Crafted,Crafted at: Camp Workbench,Camp Workbench,—,"Equip,Repair",Field Manual Table 27 - Equipment Compendium,Recipe Output: RC_EQP_MULTI_TOOL
EQP_PICKAXE_T1,Pickaxe (T1),Equipment,1,Common,Crafted,Crafted at: Machine Bench,Machine Bench,Tools,Equip,Field Manual Table 27 - Equipment Compendium,Recipe Output: RC_EQP_PICKAXE_T1
EQP_WATER_FILTER,Portable Water Filter,Equipment,2,Uncommon,Crafted,Crafted at: Camp Workbench,Camp Workbench,—,Use,Field Manual Table 27 - Equipment Compendium,Recipe Output: RC_EQP_WATER_FILTER
EQP_SEWING_KIT,Sewing Kit,Equipment,1,Common,Crafted,Crafted at: Camp Workbench,Camp Workbench,—,Use,Field Manual Table 27 - Equipment Compendium,Recipe Output: RC_EQP_SEWING_KIT
EQP_THERMAL_UNDERLAYER,Thermal Underlayer,Equipment,1,Common,Crafted,Crafted at: Camp Workbench,Camp Workbench,—,Equip,Field Manual Table 27 - Equipment Compendium,Recipe Output: RC_EQP_THERMAL_UNDERLAYER
FOD_AROMA_POD,Aroma Pod,Food,—,—,Processed / Recipe-based,Cooked/processed food (see recipes and Field Guide).,,—,—,Field Manual Table 26 - Food Compendium,Recipe Input: RC_FOD_TUBER_STEW
FOD_COOKED_MEAT,Cooked Meat,Food,—,—,Crafted,Crafted at: Cookfire,Cookfire,Cooking,A simple cooked cut of meat. Safer and more filling than raw.,Field Manual Table 26 - Food Compendium,Recipe Output: RC_FOD_COOKED_MEAT
FOD_GRAIN_SACK,Grain Sack,Food,—,—,Processed / Recipe-based,Cooked/processed food (see recipes and Field Guide).,,—,—,Field Manual Table 26 - Food Compendium,Recipe Input: RC_FOD_HOT_PORRIDGE
FOD_HOT_PORRIDGE,Hot Porridge,Food,—,—,Crafted,Crafted at: Cookfire,Cookfire,Cooking,"A warm, thick porridge that steadies hunger and helps you keep moving.",Field Manual Table 26 - Food Compendium,Recipe Output: RC_FOD_HOT_PORRIDGE
FOD_JERKY_STRIP,Jerky Strip,Food,—,—,Crafted,Crafted at: Cookfire,Cookfire,Cooking,"Salted and dried meat meant to last. Tough, but dependable.",Field Manual Table 26 - Food Compendium,Recipe Output: RC_FOD_JERKY_STRIP
FOD_RAW_MEAT,Raw Meat,Food,—,—,Processed / Recipe-based,Cooked/processed food (see recipes and Field Guide).,,—,—,Field Manual Table 26 - Food Compendium,Recipe Input: RC_FOD_COOKED_MEAT | Recipe Input: RC_FOD_JERKY_STRIP
FOD_TUBER_CRATE,Tuber Crate,Food,—,—,Processed / Recipe-based,Cooked/processed food (see recipes and Field Guide).,,—,—,Field Manual Table 26 - Food Compendium,Recipe Input: RC_FOD_TUBER_STEW
FOD_TUBER_STEW,Tuber Stew,Food,—,—,Crafted,Crafted at: Cookfire,Cookfire,Cooking,"A hearty stew of sliced tuber and aromatics—basic, but effective.",Field Manual Table 26 - Food Compendium,Recipe Output: RC_FOD_TUBER_STEW
CMP_BAFFLE_CORE,Baffle Core,Item,—,—,Crafted,Crafted at: Machine Bench,Machine Bench,Muzzle,A stacked baffle core used to redirect gases and reduce muzzle report.,Field Manual Table 33 - Item Compendium,Recipe Output: REC_009 | Recipe Input: RC_ATT_SUPPRESSOR
CMP_BARREL_ASSEMBLY,Barrel Assembly,Item,—,—,Crafted,Crafted at: Machine Bench,Machine Bench,Firearms,"A finished barrel with chamber and mount features, ready for final weapon assembly.",Field Manual Table 33 - Item Compendium,Recipe Output: REC_005 | Recipe Input: RC_WPN_BOLT_SNIPER | Recipe Input: RC_WPN_PUMP_SHOTGUN | Recipe Input: RC_WPN_SERVICE_PISTOL | Recipe Input: REC_014 | Recipe Input: REC_015 | Recipe Input: REC_016
CMP_BARREL_BLANK,Barrel Blank,Item,—,—,Crafted,Crafted at: Anvil Forge,Anvil Forge,Firearms,A heat-treated metal blank ready to be bored and honed into a barrel.,Field Manual Table 33 - Item Compendium,Recipe Output: REC_004 | Recipe Input: REC_005 | Research Supply Cost: Armory | Research Supply Cost: Firearms
CMP_BOLT_GROUP,Bolt Group,Item,—,—,Crafted,Crafted at: Machine Bench,Machine Bench,Firearms,A precision cycling group of moving parts that chambers rounds and controls firing cadence.,Field Manual Table 33 - Item Compendium,Recipe Output: REC_006 | Recipe Input: RC_WPN_BOLT_SNIPER | Recipe Input: RC_WPN_PUMP_SHOTGUN | Recipe Input: RC_WPN_SERVICE_PISTOL | Recipe Input: REC_014 | Recipe Input: REC_015 | Recipe Input: REC_016
CMP_FUSE_LINK_PACK,Fuse Link Pack,Item,—,—,Crafted,Crafted at: Anvil Forge,Anvil Forge,Electronics,—,Field Manual Table 33 - Item Compendium,Recipe Output: REC_002
MAT_GLASS_TUBE,Glass Tube,Item,—,—,Found/harvested in the world.,Found/harvested in the world.,Kiln Furnace,—,—,Field Manual Table 33 - Item Compendium,Recipe Input: RC_CMP_GLASS_SEAL | Recipe Output: RC_MAT_GLASS_TUBE | Recipe Input: RC_CMP_ADHESIVE_CARTRIDGE | Recipe Input: RC_CMP_SEALANT_TUBE | Recipe Input: REC_020 | Research Supply Cost: Optics | Research Supply Cost: Optics | Research Supply Cost: Optics
EQP_HATCHET_T3,Hatchet (Precision),Item,—,—,Crafted,Crafted at: Machine Bench,Machine Bench,Tools,A precision-balanced hatchet built for maximum yield and durability.,Field Manual Table 33 - Item Compendium,Recipe Output: RC_EQP_HATCHET_T3 | Recipe Output: RC_EQP_HATCHET_T3
EQP_HATCHET_T2,Hatchet (Reinforced),Item,—,—,Crafted,Crafted at: Machine Bench,Machine Bench,Tools,A reinforced hatchet with better edge retention and reduced wear.,Field Manual Table 33 - Item Compendium,Recipe Output: RC_EQP_HATCHET_T2 | Recipe Output: RC_EQP_HATCHET_T2
CMP_MAG_BODY,Magazine Body,Item,—,—,Crafted,Crafted at: Machine Bench,Machine Bench,Firearms,A formed magazine shell that holds spring and follower parts for feeding ammunition.,Field Manual Table 33 - Item Compendium,Recipe Output: REC_008 | Recipe Input: RC_ATT_EXT_MAG | Recipe Input: RC_WPN_SERVICE_PISTOL | Recipe Input: REC_014 | Recipe Input: REC_015 | Recipe Input: REC_016
EQP_PICKAXE_T3,Pickaxe (Precision),Item,—,—,Crafted,Crafted at: Machine Bench,Machine Bench,Tools,A high-precision pickaxe with tuned geometry for efficient extraction.,Field Manual Table 33 - Item Compendium,Recipe Output: RC_EQP_PICKAXE_T3 | Recipe Output: RC_EQP_PICKAXE_T3
EQP_PICKAXE_T2,Pickaxe (Reinforced),Item,—,—,Crafted,Crafted at: Machine Bench,Machine Bench,Tools,A reinforced pickaxe head designed to bite deeper into hard stone and ore.,Field Manual Table 33 - Item Compendium,Recipe Output: RC_EQP_PICKAXE_T2 | Recipe Output: RC_EQP_PICKAXE_T2
CMP_PISTOL_CASING_SET,Pistol Casing Set,Item,—,—,Crafted,Crafted at: Anvil Forge,Anvil Forge,Ammo,A small batch of empty pistol casings ready to be primed and loaded.,Field Manual Table 33 - Item Compendium,Recipe Output: REC_010 | Recipe Input: RC_AMO_PISTOL | Recipe Input: REC_017
MAT_POLYMER_SHEET,Polymer Sheet,Item,—,—,Crafted,Crafted at: Chem Bench,Chem Bench,Polymers,"A flexible polymer sheet pressed from flakes; ideal for housings, sleeves, and hulls.",Field Manual Table 33 - Item Compendium,Recipe Input: RC_CMP_CONNECTOR_HOUSING | Recipe Input: RC_CMP_TERMINAL_BLOCK | Recipe Input: RC_CMP_HEATSHRINK_SLEEVE | Recipe Input: RC_CMP_WIRE_SLEEVE | Recipe Output: REC_001 | Recipe Input: REC_013 | Recipe Input: REC_014 | Research Supply Cost: Polymers | Research Supply Cost: Tanning | Build Cost: Polymer Vat
MAT_RAW_HIDE,Raw Hide,Item,—,—,Found/harvested in the world.,Found/harvested in the world.,,—,A tough hide stripped from local fauna. Used for leatherwork and rugged gear.,Field Manual Table 33 - Item Compendium,
CMP_RECEIVER_FRAME,Receiver Frame,Item,—,—,Crafted,Crafted at: Machine Bench,Machine Bench,Firearms,"A machined firearm core that anchors barrel, bolt, and trigger assemblies.",Field Manual Table 33 - Item Compendium,Recipe Output: REC_003 | Recipe Input: RC_WPN_BOLT_SNIPER | Recipe Input: RC_WPN_PUMP_SHOTGUN | Recipe Input: RC_WPN_SERVICE_PISTOL | Recipe Input: REC_014 | Recipe Input: REC_015 | Recipe Input: REC_016 | Research Supply Cost: Armory | Research Supply Cost: Firearms | Build Cost: Armory Bench
CMP_RIFLE_CASING_SET,Rifle Casing Set,Item,—,—,Crafted,Crafted at: Anvil Forge,Anvil Forge,Ammo,A batch of reinforced casings designed for higher-pressure rifle loads.,Field Manual Table 33 - Item Compendium,Recipe Output: REC_011 | Recipe Input: RC_AMO_RIFLE | Recipe Input: REC_018
CMP_SHOT_HULL_SET,Shot Hull Set,Item,—,—,Crafted,Crafted at: Chem Bench,Chem Bench,Ammo,A set of polymer shotgun hulls ready for wadding and payload.,Field Manual Table 33 - Item Compendium,Recipe Output: REC_013 | Recipe Input: RC_AMO_SHOTGUN
MAT_SILICA_SAND,Silica Sand,Item,—,—,Found/harvested in the world.,Found/harvested in the world.,,—,—,Field Manual Table 33 - Item Compendium,Recipe Input: RC_CMP_CERAMIC_INSULATOR
MAT_SINEW_STRAND,Sinew Strand,Item,—,—,Found/harvested in the world.,Found/harvested in the world.,,—,"Fibrous tendon strands with high tensile strength, prized for bindings and reinforced stitching.",Field Manual Table 33 - Item Compendium,Recipe Input: RC_EQP_HATCHET_T2 | Recipe Input: RC_EQP_HATCHET_T2 | Recipe Input: RC_EQP_PICKAXE_T2 | Recipe Input: RC_EQP_PICKAXE_T2
CMP_SNIPER_CASING_SET,Sniper Casing Set,Item,—,—,Crafted,Crafted at: Anvil Forge,Anvil Forge,Ammo,A small run of high-tolerance casings intended for precision long-range rounds.,Field Manual Table 33 - Item Compendium,Recipe Output: REC_012 | Recipe Input: RC_AMO_SNIPER
CMP_TRIGGER_GROUP,Trigger Group,Item,—,—,Crafted,Crafted at: Machine Bench,Machine Bench,Firearms,"A tuned trigger and sear assembly built for crisp, reliable actuation.",Field Manual Table 33 - Item Compendium,Recipe Output: REC_007 | Recipe Input: RC_WPN_BOLT_SNIPER | Recipe Input: RC_WPN_PUMP_SHOTGUN | Recipe Input: RC_WPN_SERVICE_PISTOL | Recipe Input: REC_014 | Recipe Input: REC_015 | Recipe Input: REC_016 | Research Supply Cost: Armory | Research Supply Cost: Firearms
LDR_DOCTRINE_SEAL,Doctrine Seal,Leadership,4,Epic,Found / Drops,"Found via: FactionCapitals,POI_Remnant",,—,"Consume,Quest",Field Manual Table 31 - Leadership Compendium,
LDR_PROOF_TOKEN,Proof Token,Leadership,3,Rare,Found / Drops,"Found via: EliteEnemies,RemnantTrials",,—,Consume,Field Manual Table 31 - Leadership Compendium,Research Component: Optics | Research Component: Ammo | Research Component: Remnant Systems Fab | Research Supply Cost: Remnant Systems Fab
MAT_ASTERBARK_BARK,Asterbark Bark,Material,2,Rare,Found / Drops,Found via: Process_Woodworking,,—,"Build,Repair",Field Manual Table 23 - Material Compendium,
MAT_ASTERBARK_LOG,Asterbark Log,Material,2,Rare,Harvested,Harvested from: Asterbark trees,,—,"Build,Repair",Field Manual Table 23 - Material Compendium,Recipe Input: RC_MAT_ASTERBARK_PLANK
MAT_ASTERBARK_PLANK,Asterbark Plank,Material,2,Rare,Crafted,Crafted at: Sawbench,Sawbench,—,"Build,Repair",Field Manual Table 23 - Material Compendium,Recipe Output: RC_MAT_ASTERBARK_PLANK
MAT_ASTERBARK_SAP,Asterbark Sap Jar,Material,1,Uncommon,Harvested,Harvested from: Asterbark trees,,—,"Repair,Use",Field Manual Table 23 - Material Compendium,
MAT_CLAY_BINDING,Binding Clay,Material,0,Uncommon,Found / Drops,Found via: Node_Stone,,—,"Build,Use",Field Manual Table 23 - Material Compendium,Recipe Input: RC_MAT_MORTAR_PASTE | Recipe Input: RC_MAT_BRICK_FIRED | Recipe Input: RC_MAT_CERAMIC_CRUCIBLE | Recipe Input: RC_MAT_CERAMIC_PIPE | Recipe Input: RC_MAT_CERAMIC_TILE | Recipe Input: RC_CMP_CERAMIC_FILTER_CORE | Recipe Input: RC_CMP_CERAMIC_INSULATOR
MAT_BINDING_ROPE,Binding Rope,Material,1,Common,Crafted,Crafted at: Camp Workbench,Camp Workbench,—,"Build,Repair",Field Manual Table 23 - Material Compendium,Recipe Input: RC_CON_FILTER_INSERT | Recipe Input: RC_CON_FILTER_MEMBRANE | Recipe Input: RC_CON_FILTER_PELLETS_POUCH | Recipe Input: RC_EQP_RESPIRATOR | Recipe Output: RC_MAT_BINDING_ROPE | Recipe Input: RC_MAT_ROPE_REEL | Recipe Input: RC_EQP_COMPOSITE_VEST | Recipe Input: RC_EQP_HATCHET_T1 | Recipe Input: RC_EQP_PICKAXE_T1 | Research Supply Cost: Woodwork | Build Cost: Camp Workbench | Build Cost: Ladder
MAT_BITTER_CRYSTAL,Bitter Crystal,Material,0,Uncommon,Found / Drops,Found via: Node_BrineCrust,,—,"Use,Process",Field Manual Table 23 - Material Compendium,Recipe Input: RC_CMP_TANNING_SALTS
MAT_BLACKGLASS_PLATE,Blackglass Plate,Material,2,Rare,Mined from: Darkglass nodes,Mined from: Darkglass nodes,,—,"Build,Repair",Field Manual Table 23 - Material Compendium,Recipe Input: RC_EQP_HATCHET_T3 | Recipe Input: RC_EQP_HATCHET_T3 | Recipe Input: RC_EQP_PICKAXE_T3 | Recipe Input: RC_EQP_PICKAXE_T3 | Recipe Input: REC_009 | Recipe Input: RC_CMP_CIRCUIT_BOARD | Recipe Input: RC_WPN_BOLT_SNIPER | Recipe Input: REC_016 | Recipe Input: REC_019 | Research Supply Cost: Remnant Systems Fab | Build Cost: Remnant Printer
MAT_CERAMIC_CRUCIBLE,Ceramic Crucible,Material,2,Rare,Crafted,Crafted at: Kiln Furnace,Kiln Furnace,—,"Use,Repair",Field Manual Table 23 - Material Compendium,Recipe Output: RC_MAT_CERAMIC_CRUCIBLE | Research Supply Cost: Ceramics | Build Cost: Kiln Furnace
MAT_CERAMIC_PIPE,Ceramic Pipe,Material,2,Uncommon,Crafted,Crafted at: Kiln Furnace,Kiln Furnace,—,"Build,Repair",Field Manual Table 23 - Material Compendium,Recipe Output: RC_MAT_CERAMIC_PIPE | Recipe Input: REC_009 | Recipe Input: RC_ATT_COMPENSATOR | Recipe Input: RC_WPN_PUMP_SHOTGUN
MAT_CERAMIC_TILE,Ceramic Tile,Material,2,Rare,Crafted,Crafted at: Kiln Furnace,Kiln Furnace,—,"Build,Repair",Field Manual Table 23 - Material Compendium,Recipe Output: RC_MAT_CERAMIC_TILE | Research Supply Cost: Cooking | Build Cost: Kiln Oven
MAT_CHARCOAL_CHUNK,Charcoal Chunk,Material,1,Uncommon,Crafted,Crafted at: Kiln Furnace,Kiln Furnace,—,"Fuel,Use",Field Manual Table 23 - Material Compendium,Recipe Output: RC_MAT_CHARCOAL_CHUNK | Recipe Input: RC_MAT_WOOD_ASH_BAG | Recipe Input: RC_AMO_RIFLE | Recipe Input: REC_017 | Research Supply Cost: Cooking | Build Cost: Cookfire
MAT_GLASS_SHEET,Clear Glass Sheet,Material,2,Uncommon,Crafted,Crafted at: Kiln Furnace,Kiln Furnace,—,"Build,Install",Field Manual Table 23 - Material Compendium,Recipe Output: RC_MAT_GLASS_SHEET | Recipe Input: RC_MAT_GLASS_TEMPERED
MAT_CLEAR_GRIT,Clear Grit,Material,0,Common,Found / Drops,Found via: Node_ClearGrit,,—,"Build,Process",Field Manual Table 23 - Material Compendium,Recipe Input: RC_CMP_CERAMIC_FILTER_CORE | Recipe Input: RC_CMP_CERAMIC_INSULATOR | Recipe Input: RC_CON_ABRASIVE_GRIT_BAG | Recipe Input: RC_CON_ABRASIVE_PAD | Recipe Input: RC_CON_POLISH_PASTE | Recipe Input: RC_CMP_CONDUCTIVE_PASTE | Recipe Input: RC_AMO_PISTOL | Recipe Input: REC_018 | Research Supply Cost: Ammo | Research Supply Cost: Ammo Pistol | Research Supply Cost: Ammo Rifle | Research Supply Cost: Ammo | ...
MAT_CLOTH_PATCH,Cloth Patch,Material,0,Common,Found / Drops,Found via: Refine_From_Fiber,,—,"Build,Repair",Field Manual Table 23 - Material Compendium,Recipe Input: RC_CMP_BUCKLE_SET | Recipe Input: RC_CMP_CLOTH_BOLT | Recipe Input: RC_CMP_INSULATION_BAT | Recipe Input: RC_CMP_NEEDLE_PACK | Recipe Input: RC_CMP_THERMAL_LINER | Recipe Input: RC_CMP_THREAD_SPOOL | Recipe Input: RC_CMP_WAXED_THREAD_SPOOL | Recipe Input: RC_CMP_ZIPPER_KIT | Recipe Input: RC_CON_CLOTH_WIPES_BUNDLE | Recipe Input: RC_CON_FIBER_TAPE_ROLL | Recipe Input: RC_CON_PATCH_STRIP | Recipe Input: RC_CON_SEAL_TAPE_ROLL | ...
MAT_STONE_BLOCK,Cut Stone Block,Material,1,Uncommon,Found / Drops,"Found via: Process_Masonry,Refine_From_Stone",,—,Build,Field Manual Table 23 - Material Compendium,Recipe Input: RC_MAT_STONE_BRICK | Research Supply Cost: Ceramics | Build Cost: Cookfire | Build Cost: Anvil Forge | Build Cost: Kiln Furnace | Build Cost: Kiln Oven | Build Cost: Grinder
MAT_DARKGLASS_CHUNK,Darkglass Chunk,Material,0,Common,Found / Drops,Found via: Node_Stone,,—,"Build,Repair",Field Manual Table 23 - Material Compendium,
MAT_FIBER_BUNDLE,Fiber Bundle,Material,0,Common,Found / Drops,"Found via: Node_Fiber,PLT_SPIRAL_REED,PLT_THREADMOLD_SHEET",,—,"Build,Repair",Field Manual Table 23 - Material Compendium,Recipe Input: RC_CMP_BUCKLE_SET | Recipe Input: RC_CMP_CLOTH_BOLT | Recipe Input: RC_CMP_INSULATION_BAT | Recipe Input: RC_CMP_NEEDLE_PACK | Recipe Input: RC_CMP_THERMAL_LINER | Recipe Input: RC_CMP_THREAD_SPOOL | Recipe Input: RC_CMP_WAXED_THREAD_SPOOL | Recipe Input: RC_CMP_ZIPPER_KIT | Recipe Input: RC_MAT_BINDING_ROPE | Research Supply Cost: Camp | Research Supply Cost: Tools | Research Supply Cost: Finishing | ...
MAT_BRICK_FIRED,Fired Brick,Material,1,Uncommon,Crafted,Crafted at: Kiln Furnace,Kiln Furnace,—,Build,Field Manual Table 23 - Material Compendium,Recipe Output: RC_MAT_BRICK_FIRED | Recipe Input: RC_MAT_CERAMIC_CRUCIBLE
MAT_FLUX_PEBBLE,Flux Pebble,Material,0,Uncommon,Found / Drops,Found via: Node_Fluxstone,,—,Process,Field Manual Table 23 - Material Compendium,Recipe Input: RC_AMO_DMR | Recipe Input: RC_CMP_FASTENER_SET | Recipe Input: RC_CMP_PLATE_PANEL | Recipe Input: RC_CMP_RIVET_SET | Recipe Input: RC_CMP_SCREW_SET | Recipe Input: RC_CMP_SOLDER_WIRE | Recipe Input: REC_004 | Recipe Input: REC_010 | Recipe Input: REC_011 | Recipe Input: REC_012 | Recipe Input: RC_MAT_GLASS_SHEET | Recipe Input: RC_MAT_GLASS_TUBE | ...
MAT_FROSTSPARK_CRYSTAL,Frostspark Crystal,Material,3,Rare,Found / Drops,Found via: Refine_From_FrostsparkNodule,,—,"Research,Install",Field Manual Table 23 - Material Compendium,Recipe Input: RC_WPN_BOLT_SNIPER | Recipe Input: REC_018
MAT_FROSTSPARK_NODULE,Frostspark Nodule,Material,3,Rare,Mined from: Frostspark nodes,Mined from: Frostspark nodes,,—,"Research,Build",Field Manual Table 23 - Material Compendium,
MAT_GLASS_BOTTLE,Glass Bottle,Material,1,Common,Found / Drops,Found via: Process_Glasswork,,—,Use,Field Manual Table 23 - Material Compendium,Recipe Input: RC_CON_CONTACT_CLEANER_CAN | Recipe Input: RC_CON_DEGREASER_SPRAY | Recipe Input: RC_CON_LUBE_PACKET | Recipe Input: RC_CON_LUBE_TUBE | Recipe Input: RC_CON_SOLVENT_BOTTLE | Recipe Input: RC_CON_THREADLOCK_VIAL
