ItemId,Item,Category,Tier,Rarity,How to Obtain,Where to Find / Source,Crafted At,Recipe Unlocked By,Notes / Primary Use,Source Section,Referenced In
MAT_GLASS_DUST,Glass Dust,Material,1,Uncommon,Found / Drops,Found via: Process_Glasswork,,—,Use,Field Manual Table 23 - Material Compendium,Recipe Input: REC_002 | Recipe Input: RC_MAT_GLASS_SHEET | Recipe Input: RC_MAT_GLASS_TUBE
MAT_GLASS_SHARD,Glass Shard,Material,1,Common,Found / Drops,"Found via: Process_Glasswork,Refine_From_Glass",,—,"Use,Repair",Field Manual Table 23 - Material Compendium,Recipe Input: RC_CMP_GLASS_FIBER_SPOOL | Recipe Input: RC_CMP_GLASS_VIAL | Recipe Input: RC_CMP_LENS_BLANK | Recipe Input: RC_AMO_SHOTGUN
MAT_GLASSBARK_BARK,Glassbark Bark,Material,0,Common,Harvested,Harvested from: Glassbark trees,,—,"Build,Consume",Field Manual Table 23 - Material Compendium,
MAT_GLASSBARK_LOG,Glassbark Log,Material,0,Common,Harvested,Harvested from: Glassbark trees,,—,"Build,Repair,Fuel",Field Manual Table 23 - Material Compendium,Recipe Input: RC_MAT_GLASSBARK_PLANK | Recipe Input: RC_MAT_CHARCOAL_CHUNK
MAT_GLASSBARK_PLANK,Glassbark Plank,Material,0,Common,Crafted,Crafted at: Sawbench,Sawbench,—,"Build,Repair",Field Manual Table 23 - Material Compendium,Recipe Output: RC_MAT_GLASSBARK_PLANK | Research Supply Cost: Woodwork | Build Cost: Camp Workbench | Build Cost: Sawbench | Build Cost: Foundation | Build Cost: Floor | Build Cost: Wall | Build Cost: Ladder | Build Cost: Crate
MAT_GLASSBARK_SAP,Glassbark Sap Jar,Material,0,Common,Harvested,Harvested from: Glassbark trees,,—,"Repair,Use",Field Manual Table 23 - Material Compendium,
MAT_SAND_GRIT,Grit Sand,Material,0,Common,Found / Drops,Found via: Node_Stone,,—,"Build,Use",Field Manual Table 23 - Material Compendium,Recipe Input: RC_MAT_MORTAR_PASTE
MAT_LEATHER_SHEET,Leather Sheet,Material,1,Uncommon,Found / Drops,Found via: Process_Tanning,,—,"Build,Repair",Field Manual Table 23 - Material Compendium,Recipe Input: RC_CMP_LEATHER_ROLL | Recipe Input: RC_EQP_LIGHT_ARMOR_VEST
MAT_LIME_POWDER,Lime Powder,Material,1,Uncommon,Found / Drops,Found via: Process_Masonry,,—,"Build,Use",Field Manual Table 23 - Material Compendium,Recipe Input: RC_MAT_MORTAR_PASTE | Recipe Input: RC_MAT_CERAMIC_PIPE | Recipe Input: RC_MAT_CERAMIC_TILE | Recipe Input: RC_CMP_CERAMIC_FILTER_CORE
MAT_MAGNET_GRAIN,Magnet Grain,Material,2,Uncommon,Mined from: Magnet nodes,Mined from: Magnet nodes,,—,"Build,Repair",Field Manual Table 23 - Material Compendium,Recipe Input: REC_002 | Recipe Input: REC_012 | Recipe Input: RC_CMP_CONTACT_PIN_SET | Recipe Input: RC_CMP_FUSE_PACK | Recipe Input: RC_CMP_SAFETY_WIRE_SPOOL | Recipe Input: RC_AMO_RIFLE
MAT_MAGNET_INGOT,Magnet Ingot,Material,2,Uncommon,Found / Drops,Found via: Refine_From_MagnetGrain,,—,"Build,Repair",Field Manual Table 23 - Material Compendium,Recipe Input: RC_CMP_HEATSINK_BLOCK | Recipe Input: RC_EQP_HATCHET_T2 | Recipe Input: RC_EQP_HATCHET_T2 | Recipe Input: RC_EQP_HATCHET_T3 | Recipe Input: RC_EQP_HATCHET_T3 | Recipe Input: RC_EQP_PICKAXE_T2 | Recipe Input: RC_EQP_PICKAXE_T2 | Recipe Input: RC_EQP_PICKAXE_T3 | Recipe Input: RC_EQP_PICKAXE_T3 | Recipe Input: RC_CMP_CAPACITOR_BANK | Recipe Input: RC_CON_BATTERY_CELL | Recipe Input: RC_AMO_SNIPER | ...
MAT_MORTAR_PASTE,Mortar Paste,Material,1,Uncommon,Crafted,Crafted at: Camp Workbench,Camp Workbench,—,"Build,Repair",Field Manual Table 23 - Material Compendium,Recipe Output: RC_MAT_MORTAR_PASTE | Recipe Input: RC_MAT_STONE_BRICK | Research Supply Cost: Ceramics | Build Cost: Cookfire | Build Cost: Anvil Forge | Build Cost: Kiln Furnace | Build Cost: Kiln Oven | Build Cost: Foundation
MAT_PITCH_JAR,Pitch Jar,Material,2,Rare,Found / Drops,Found via: Process_Chemistry,,—,"Repair,Use",Field Manual Table 23 - Material Compendium,Recipe Input: RC_CON_CONTACT_CLEANER_CAN | Recipe Input: RC_CON_DEGREASER_SPRAY | Recipe Input: RC_CON_SOLVENT_BOTTLE | Recipe Input: RC_MAT_GLASS_TEMPERED | Recipe Input: RC_CMP_CONDUCTIVE_PASTE | Recipe Input: RC_CMP_SEALANT_TUBE | Recipe Input: RC_AMO_PISTOL | Recipe Input: RC_AMO_SHOTGUN | Research Supply Cost: Cooking | Research Supply Cost: Chemistry | Research Supply Cost: Thermal
MAT_POLYMER_FLAKES,Polymer Flakes,Material,1,Common,Found / Drops,"Found via: POI_Wreck,Vendor",,—,"Build,Repair",Field Manual Table 23 - Material Compendium,Recipe Input: RC_AMO_SUBSONIC_PISTOL | Recipe Input: RC_CMP_ADHESIVE_CARTRIDGE | Recipe Input: RC_CMP_CABLE_TIE_BUNDLE | Recipe Input: RC_CMP_GASKET_SHEET | Recipe Input: RC_CMP_SEALANT_TUBE | Recipe Input: REC_001 | Recipe Input: REC_013
MAT_RAZOR_SHARD,Razor Shard,Material,1,Common,Found / Drops,Found via: Node_Razorstone,,—,"Build,Repair",Field Manual Table 23 - Material Compendium,Recipe Input: RC_CMP_GASKET_CUTOUT_SET | Recipe Input: RC_CMP_GASKET_RING | Recipe Input: RC_AMO_PISTOL | Recipe Input: REC_017
MAT_RESIN_NODULE,Resin Nodule,Material,0,Uncommon,Harvested,"Harvested from: Asterbark,Glassbark trees",,—,"Repair,Process",Field Manual Table 23 - Material Compendium,Recipe Input: RC_CON_THREADLOCK_VIAL | Recipe Input: RC_CMP_ADHESIVE_CARTRIDGE | Research Supply Cost: Polymers | Research Supply Cost: Tanning
MAT_ROPE_REEL,Rope Reel,Material,1,Uncommon,Crafted,Crafted at: Camp Workbench,Camp Workbench,—,"Build,Repair",Field Manual Table 23 - Material Compendium,Recipe Output: RC_MAT_ROPE_REEL
MAT_RUBBER_STRIP,Rubber Strip,Material,1,Common,Found / Drops,"Found via: POI_Wreck,Vendor",,—,"Repair,Build",Field Manual Table 23 - Material Compendium,Recipe Input: RC_EQP_RESPIRATOR | Recipe Input: RC_CMP_HOSE_CLAMP | Recipe Input: RC_CMP_HOSE_SECTION | Recipe Input: RC_CMP_PIPE_SECTION | Recipe Input: RC_CMP_ARMOR_PLATE_INSERT | Recipe Input: RC_CMP_GASKET_SHEET | Recipe Input: RC_CMP_O_RING_KIT | Recipe Input: REC_013 | Recipe Input: RC_ATT_STOCK_PAD | Recipe Input: RC_WPN_PUMP_SHOTGUN | Recipe Input: RC_WPN_SERVICE_PISTOL | Recipe Input: REC_021
MAT_SCRAP_METAL,Scrap Metal,Material,0,Common,Found / Drops,"Found via: Node_Scrap,POI_Wreck",,—,"Build,Repair",Field Manual Table 23 - Material Compendium,Recipe Input: RC_AMO_DMR | Recipe Input: RC_AMO_SUBSONIC_PISTOL | Recipe Input: RC_CMP_FASTENER_SET | Recipe Input: RC_CMP_HOSE_CLAMP | Recipe Input: RC_CMP_HOSE_SECTION | Recipe Input: RC_CMP_PIPE_SECTION | Recipe Input: RC_CMP_PLATE_PANEL | Recipe Input: RC_CMP_RIVET_SET | Recipe Input: RC_CMP_SCREW_SET | Recipe Input: REC_002 | Recipe Input: REC_004 | Recipe Input: REC_010 | ...
MAT_GRAVEL_SHARP,Sharp Gravel,Material,0,Common,Found / Drops,Found via: Node_Stone,,—,"Build,Repair",Field Manual Table 23 - Material Compendium,
MAT_SLAGROOT_BARK,Slagroot Bark,Material,1,Uncommon,Harvested,Harvested from: Slagroot trees,,—,"Build,Consume",Field Manual Table 23 - Material Compendium,
MAT_SLAGROOT_LOG,Slagroot Log,Material,1,Common,Harvested,Harvested from: Slagroot trees,,—,"Build,Repair,Fuel",Field Manual Table 23 - Material Compendium,Recipe Input: RC_MAT_SLAGROOT_PLANK
MAT_SLAGROOT_PLANK,Slagroot Plank,Material,1,Common,Crafted,Crafted at: Sawbench,Sawbench,—,"Build,Repair",Field Manual Table 23 - Material Compendium,Recipe Output: RC_MAT_SLAGROOT_PLANK
MAT_SLAGROOT_SAP,Slagroot Sap Jar,Material,0,Common,Harvested,Harvested from: Slagroot trees,,—,"Repair,Use,Fuel",Field Manual Table 23 - Material Compendium,
MAT_SOUR_BRINE_JAR,Sour Brine Jar,Material,0,Uncommon,Found / Drops,Found via: Node_BrinePool,,—,"Use,Process",Field Manual Table 23 - Material Compendium,Recipe Input: RC_CON_CONTACT_CLEANER_CAN | Recipe Input: RC_CON_DEGREASER_SPRAY | Recipe Input: RC_CON_SOLVENT_BOTTLE | Recipe Input: RC_FOD_HOT_PORRIDGE | Recipe Input: RC_FOD_TUBER_STEW | Recipe Input: RC_CMP_TANNING_SALTS
MAT_SPARKSTONE_CORE,Sparkstone Core,Material,1,Rare,Found / Drops,Found via: Node_Razorstone,,—,Use,Field Manual Table 23 - Material Compendium,Build Cost: Sawbench | Build Cost: Grinder
MAT_SPARKSTONE_SHARD,Sparkstone Shard,Material,0,Uncommon,Found / Drops,Found via: Node_Razorstone,,—,Use,Field Manual Table 23 - Material Compendium,Recipe Input: RC_CMP_CONDUCTIVE_PASTE
MAT_STONE_BRICK,Stone Brick,Material,1,Uncommon,Crafted,Crafted at: Kiln Furnace,Kiln Furnace,—,Build,Field Manual Table 23 - Material Compendium,Recipe Output: RC_MAT_STONE_BRICK
MAT_STONE_CHUNK,Stone Chunk,Material,0,Common,Found / Drops,Found via: Node_Stone,,—,"Build,Repair",Field Manual Table 23 - Material Compendium,
MAT_STONE_DUST,Stone Dust,Material,0,Common,Found / Drops,Found via: Process_Masonry,,—,"Build,Use",Field Manual Table 23 - Material Compendium,
MAT_STRIKE_CHIP,Strike Chip,Material,0,Common,Found / Drops,Found via: Node_Razorstone,,—,Use,Field Manual Table 23 - Material Compendium,Recipe Input: RC_AMO_DMR | Recipe Input: RC_AMO_SUBSONIC_PISTOL | Recipe Input: RC_AMO_PISTOL | Recipe Input: RC_AMO_RIFLE | Recipe Input: RC_AMO_SHOTGUN | Recipe Input: RC_AMO_SNIPER | Recipe Input: REC_017 | Recipe Input: REC_018 | Research Supply Cost: Ammo | Research Supply Cost: Ammo Pistol | Research Supply Cost: Ammo Rifle | Research Supply Cost: Ammo | ...
MAT_SUNWIRE_INGOT,Sunwire Ingot,Material,2,Uncommon,Found / Drops,Found via: Refine_From_SunwireVein,,—,"Build,Repair",Field Manual Table 23 - Material Compendium,Recipe Input: RC_CMP_SOLDER_WIRE | Recipe Input: RC_CMP_CONTACT_PIN_SET | Recipe Input: RC_CMP_WIRE_COIL | Recipe Input: RC_CMP_CAPACITOR_BANK | Recipe Input: RC_CMP_FUSE_PACK | Recipe Input: RC_CMP_SAFETY_WIRE_SPOOL
MAT_SUNWIRE_VEIN,Sunwire Vein,Material,3,Uncommon,Mined from: Sunwire nodes,Mined from: Sunwire nodes,,—,"Build,Repair",Field Manual Table 23 - Material Compendium,
MAT_TAR_GLOB,Tar Glob,Material,0,Uncommon,Found / Drops,Found via: Node_TarSeep,,—,"Fuel,Repair,Process",Field Manual Table 23 - Material Compendium,Recipe Input: RC_CON_LUBE_PACKET | Recipe Input: RC_CON_LUBE_TUBE | Recipe Input: RC_CON_THREADLOCK_VIAL | Recipe Input: RC_CMP_ADHESIVE_CARTRIDGE
MAT_GLASS_TEMPERED,Tempered Glass Sheet,Material,3,Rare,Crafted,Crafted at: Kiln Furnace,Kiln Furnace,—,"Build,Install",Field Manual Table 23 - Material Compendium,Recipe Output: RC_MAT_GLASS_TEMPERED | Build Cost: Solar Array
MAT_VELVETSPINE_BARK,Velvetspine Bark,Material,2,Uncommon,Harvested,Harvested from: Velvetspine trees,,—,"Research,Consume",Field Manual Table 23 - Material Compendium,
MAT_VELVETSPINE_LOG,Velvetspine Log,Material,2,Common,Harvested,Harvested from: Velvetspine trees,,—,"Build,Repair",Field Manual Table 23 - Material Compendium,Recipe Input: RC_MAT_VELVETSPINE_PLANK
MAT_VELVETSPINE_PLANK,Velvetspine Plank,Material,2,Common,Crafted,Crafted at: Sawbench,Sawbench,—,"Build,Repair",Field Manual Table 23 - Material Compendium,Recipe Output: RC_MAT_VELVETSPINE_PLANK | Recipe Input: RC_EQP_HATCHET_T1 | Recipe Input: RC_EQP_HATCHET_T2 | Recipe Input: RC_EQP_HATCHET_T2 | Recipe Input: RC_EQP_HATCHET_T3 | Recipe Input: RC_EQP_HATCHET_T3 | Recipe Input: RC_EQP_PICKAXE_T1 | Recipe Input: RC_EQP_PICKAXE_T2 | Recipe Input: RC_EQP_PICKAXE_T2 | Recipe Input: REC_015 | Recipe Input: REC_021
MAT_VELVETSPINE_SAP,Velvetspine Sap Jar,Material,0,Common,Harvested,Harvested from: Velvetspine trees,,—,"Repair,Use",Field Manual Table 23 - Material Compendium,
MAT_VITRIFIED_NODULE,Vitrified Nodule,Material,1,Uncommon,Found / Drops,Found via: Node_VitrifiedField,,—,"Process,Use",Field Manual Table 23 - Material Compendium,
MAT_VOIDFILAMENT_STRAND,Voidfilament Strand,Material,5,Epic,Found / Drops,"Found via: POI_Remnant,Tier>=5",,—,"Research,Build",Field Manual Table 23 - Material Compendium,Recipe Input: RC_AMO_SNIPER
MAT_WAX_CLUMP,Wax Clump,Material,0,Common,Found / Drops,"Found via: Hunt_NestCrawlers,POI_WildNest",,—,"Seal,Repair",Field Manual Table 23 - Material Compendium,Recipe Input: RC_CON_LUBE_PACKET | Recipe Input: RC_CON_LUBE_TUBE | Recipe Input: RC_CON_ABRASIVE_GRIT_BAG | Recipe Input: RC_CON_ABRASIVE_PAD | Recipe Input: RC_CON_POLISH_PASTE | Recipe Input: RC_CMP_CABLE_TIE_BUNDLE | Recipe Input: RC_CMP_HEATSHRINK_SLEEVE | Recipe Input: RC_CMP_O_RING_KIT | Recipe Input: RC_CMP_SEALANT_TUBE | Recipe Input: RC_CMP_WIRE_SLEEVE | Recipe Input: REC_001 | Recipe Input: REC_013 | ...
MAT_WOOD_ASH_BAG,Wood Ash Bag,Material,1,Common,Crafted,Crafted at: Kiln Furnace,Kiln Furnace,—,"Use,Build",Field Manual Table 23 - Material Compendium,Recipe Input: RC_FOD_JERKY_STRIP | Recipe Input: RC_MAT_BRICK_FIRED | Recipe Output: RC_MAT_WOOD_ASH_BAG | Recipe Input: RC_CMP_TANNING_SALTS
REF_ELECTRONICS_DIAGNOSTIC_TESTER,Electronics Diagnostic Tester,Reference Component,,,Found,"Avionics wrecks, comms relay debris",,,A handheld tester used to validate circuits and power routing.,Field Manual Table 0 - Reference Components Catalog,Research Component: Electronics
REF_ENCRYPTED_CORE_CAPSULE,Encrypted Core Capsule,Reference Component,,,Found,"Remnant sites, elite enemies (rare)",,,A sealed capsule with encrypted engineering data.,Field Manual Table 0 - Reference Components Catalog,Research Component: Optics | Research Component: Ammo | Research Component: Remnant Systems Fab
REF_FORGE_DIE_SET,Forge Die Set,Reference Component,,,Found,"Engineering wrecks, machine rooms",,,"Heavy dies used to form brackets, fasteners, and simple hardware.",Field Manual Table 0 - Reference Components Catalog,Research Component: Metalwork
REF_GALLEY_BURNER_HEAD,Galley Burner Head,Reference Component,,,Found,"Galley wrecks, field kitchens",,,A burner assembly used to replicate reliable heat control.,Field Manual Table 0 - Reference Components Catalog,Research Component: Cooking
REF_GRINDING_WHEEL_CORE,Grinding Wheel Core,Reference Component,,,Found,"Workshops, tool cabinets, ridge outposts",,,A core spindle used to build a stable grinder.,Field Manual Table 0 - Reference Components Catalog,Research Component: Finishing
REF_INVERTER_MODULE,Inverter Module,Reference Component,,,Found,"Power module wrecks, solar arrays, relay sheds",,,A power conversion module used as the reference for the grid.,Field Manual Table 0 - Reference Components Catalog,Research Component: Powergrid | Research Component: Tools | Research Component: Armor | Research Component: Optics | Research Component: Firearms | Research Component: Muzzle | Research Component: Magazines | Research Component: Ammo | Research Component: Wpn Smg | Research Component: Wpn Carbine | Research Component: Wpn Dmr
REF_KILN_THERMOCOUPLE,Kiln Thermocouple,Reference Component,,,Found,"Ceramics labs, kiln sheds, thermal test sites",,,A sensor assembly used to stabilize kiln temperatures.,Field Manual Table 0 - Reference Components Catalog,Research Component: Ceramics
REF_MACHINE_BENCH_GUIDE_RAIL,Machine Bench Guide Rail,Reference Component,,,Found,"Machine benches in wrecks, fabrication bays",,,A precision rail that enables accurate machining and fitting.,Field Manual Table 0 - Reference Components Catalog,Research Component: Machining
REF_OPTICS_CALIBRATION_PRISM,Optics Calibration Prism,Reference Component,,,Found,"Avionics wrecks, survey towers, labs",,,A prism used to calibrate lenses and sighting systems.,Field Manual Table 0 - Reference Components Catalog,Research Component: Optics | Research Component: Optics | Research Component: Optics
REF_POLYMER_EXTRUDER_NOZZLE,Polymer Extruder Nozzle,Reference Component,,,Found,"Polymer vats, lab storage, sealed lockers",,,A nozzle that proves the correct flow geometry for polymer sheets.,Field Manual Table 0 - Reference Components Catalog,Research Component: Polymers | Research Component: Tanning
REF_PRIMER_DIE_SET,Primer Die Set,Reference Component,,,Found,"Armory benches, field ammo kits",,,A die set that standardizes primers and casings.,Field Manual Table 0 - Reference Components Catalog,Research Component: Ammo | Research Component: Ammo Pistol | Research Component: Ammo Rifle | Research Component: Ammo | Research Component: Ammo
REF_REACTOR_GLASS_SET,Reactor Glass Set,Reference Component,,,Found,"Med bay wrecks, chemistry carts",,,Special glassware used for controlled chemical processing.,Field Manual Table 0 - Reference Components Catalog,Research Component: Chemistry
REF_RECEIVER_ALIGNMENT_JIG,Receiver Alignment Jig,Reference Component,,,Found,"Armory wrecks, security caches",,,A jig that ensures firearm receivers are aligned and safe to assemble.,Field Manual Table 0 - Reference Components Catalog,Research Component: Armory | Research Component: Firearms
REF_REMNANT_PRINTHEAD,Remnant Printhead,Reference Component,,,Found,"Remnant sites, trial vaults (rare)",,,A core assembly that allows the Remnant Printer to replicate high-precision parts.,Field Manual Table 0 - Reference Components Catalog,Research Component: Remnant Systems Fab
REF_SAWBLADE_PATTERN,Sawblade Pattern,Reference Component,,,Found,"Cargo crates near lumber stacks, rover bay wrecks",,,A template that lets your Engineer reproduce safe saw teeth geometry.,Field Manual Table 0 - Reference Components Catalog,Research Component: Woodwork
REF_SURVIVAL_MANUAL,Survival Manual (Ripped Edition),Reference Component,,,Found,"Crash seat packs, abandoned camps",,,A battered instruction booklet used as the reference model for early camp setups.,Field Manual Table 0 - Reference Components Catalog,Research Component: Camp | Research Component: Seals | Research Component: Field Kit | Research Component: Accessories
REF_THERMAL_COUPLER,Thermal Coupler,Reference Component,,,Found,"Thermal vent fields, sealed utility vaults",,,A coupler that interfaces with heat differentials for power and processing.,Field Manual Table 0 - Reference Components Catalog,Research Component: Thermal
REF_TOOLMAKING_JIG,Toolmaking Jig,Reference Component,,,Found,"Maintenance lockers, engineering wrecks",,,A clamping jig that shows how the original tool heads were shaped.,Field Manual Table 0 - Reference Components Catalog,Research Component: Camp | Research Component: Tools | Research Component: Woodwork | Research Component: Cooking | Research Component: Metalwork | Research Component: Ceramics | Research Component: Finishing | Research Component: Chemistry | Research Component: Polymers | Research Component: Seals | Research Component: Tanning | Research Component: Armory | ...
TEC_DATA_CORE,Data Core,Tech,4,Prototype,Found / Drops,"Found via: POI_Remnant,EliteEnemies",,—,"Research,Quest",Field Manual Table 32 - Tech Compendium,Research Supply Cost: Remnant Systems Fab | Build Cost: Remnant Printer
TEC_INTEL_FRAGMENT,Intel Fragment,Tech,0,Uncommon,Found / Drops,"Found via: POI_Any,FactionCaches",,—,"Quest,Research",Field Manual Table 32 - Tech Compendium,
TEC_REMNANT_MODULE,Remnant Module,Tech,5,Remnant,Found / Drops,"Found via: POI_Remnant,Tier>=5",,—,"Install,Research,Quest",Field Manual Table 32 - Tech Compendium,
ATT_4X_SCOPE,4X Scope,Uncataloged / Recipe Output,,,Crafted,Output of RC_ATT_4X_SCOPE,Electronics Bench,Optics,,Field Manual Table 20 - Electronics Bench Recipes,Recipe Output: RC_ATT_4X_SCOPE | Recipe Output: REC_020
WPN_BOLT_SNIPER,Bolt Sniper,Uncataloged / Recipe Output,,,Crafted,Output of RC_WPN_BOLT_SNIPER,Armory Bench,Optics,,Field Manual Table 22 - Armory Bench Recipes,Recipe Output: RC_WPN_BOLT_SNIPER
WPN_SMG_COMPACT,Compact SMG,Uncataloged / Recipe Output,,,Crafted,Output of RC_WPN_SMG_COMPACT,Machine Bench,Wpn Smg,,Field Manual Table 19 - Machine Bench Recipes,Recipe Output: RC_WPN_SMG_COMPACT | Recipe Output: REC_014
ATT_COMPENSATOR,Compensator,Uncataloged / Recipe Output,,,Crafted,Output of RC_ATT_COMPENSATOR,Armory Bench,Muzzle,,Field Manual Table 22 - Armory Bench Recipes,Recipe Output: RC_ATT_COMPENSATOR
AMO_DMR,DMR Rounds,Uncataloged / Recipe Output,,,Crafted,Output of RC_AMO_DMR,Anvil Forge,Ammo Rifle,,Field Manual Table 15 - Anvil Forge Recipes,Recipe Output: RC_AMO_DMR
ATT_EXT_MAG,Ext Mag,Uncataloged / Recipe Output,,,Crafted,Output of RC_ATT_EXT_MAG,Armory Bench,Magazines,,Field Manual Table 22 - Armory Bench Recipes,Recipe Output: RC_ATT_EXT_MAG
WPN_DMR,Marksman Rifle,Uncataloged / Recipe Output,,,Crafted,Output of RC_WPN_DMR,Machine Bench,Wpn Dmr,,Field Manual Table 19 - Machine Bench Recipes,Recipe Output: RC_WPN_DMR | Recipe Output: REC_016
AMO_PISTOL,Pistol Rounds,Uncataloged / Recipe Output,,,Crafted,Output of RC_AMO_PISTOL,Armory Bench,Ammo,,Field Manual Table 22 - Armory Bench Recipes,Recipe Output: RC_AMO_PISTOL
WPN_PUMP_SHOTGUN,Pump Shotgun,Uncataloged / Recipe Output,,,Crafted,Output of RC_WPN_PUMP_SHOTGUN,Armory Bench,Firearms,,Field Manual Table 22 - Armory Bench Recipes,Recipe Output: RC_WPN_PUMP_SHOTGUN
ATT_RED_DOT,Red Dot,Uncataloged / Recipe Output,,,Crafted,Output of RC_ATT_RED_DOT,Electronics Bench,Optics,,Field Manual Table 20 - Electronics Bench Recipes,Recipe Output: RC_ATT_RED_DOT | Recipe Output: REC_019
WPN_CARBINE,Rifle Carbine,Uncataloged / Recipe Output,,,Crafted,Output of RC_WPN_CARBINE,Machine Bench,Wpn Carbine,,Field Manual Table 19 - Machine Bench Recipes,Recipe Output: RC_WPN_CARBINE
AMO_RIFLE,Rifle Rounds,Uncataloged / Recipe Output,,,Crafted,Output of RC_AMO_RIFLE,Armory Bench,Ammo,,Field Manual Table 22 - Armory Bench Recipes,Recipe Output: RC_AMO_RIFLE
WPN_SERVICE_PISTOL,Service Pistol,Uncataloged / Recipe Output,,,Crafted,Output of RC_WPN_SERVICE_PISTOL,Armory Bench,Firearms,,Field Manual Table 22 - Armory Bench Recipes,Recipe Output: RC_WPN_SERVICE_PISTOL
