Canonical Micro-Research Catalog v1.1,,,,,,,,,
Research,MR_RESEARCH_NOTEBOOK_DISCIPLINE_5,Notebook Discipline,5,Notebook Discipline (5%),+5% research progress speed.,Scrap Metal ×2; Binding Rope ×1,Research Skill 1+,Yes (stacks),Legacy legacy triple-digit percent rows normalized to ±15% where applicable
Research,MR_RESEARCH_NOTEBOOK_DISCIPLINE_7,Notebook Discipline,7,Notebook Discipline (7%),+7% research progress speed.,Clear Grit ×2; Flux Pebble ×2,Research Skill 1+,Yes (stacks),Legacy legacy triple-digit percent rows normalized to ±15% where applicable
Research,MR_RESEARCH_BETTER_SHORTLISTS_10,Better Shortlists,10,Better Shortlists (10%),+1 reroll per day for micro research options.,Fiber Bundle ×2; Sealant Tube ×1; Fastener Set ×1,Research Skill 3+,Yes (stacks),Legacy legacy triple-digit percent rows normalized to ±15% where applicable
Research,MR_RESEARCH_BREAKTHROUGH_RITUAL_10,Breakthrough Ritual,10,Breakthrough Ritual (10%),+10% chance a micro research rolls as a higher tier.,Fiber Bundle ×2; Terminal Block ×1; Plate Panel ×1,Research Skill 5+,Yes (stacks),Legacy legacy triple-digit percent rows normalized to ±15% where applicable
Research,MR_RESEARCH_COMPONENT_CATALOGING_10,Component Cataloging,10,Component Cataloging (10%),-10% research supply cost (rounded down).,Flux Pebble ×2; Solder Wire Spool ×1; Plate Panel ×1,Research Skill 4+,Yes (stacks),Legacy legacy triple-digit percent rows normalized to ±15% where applicable
Research,MR_RESEARCH_NO_STALL_ROUTINE_10,No Stall Routine,10,No Stall Routine (10%),-10% chance research ‘stalls’.,Fiber Bundle ×2; Plate Panel ×1; Terminal Block ×1,Research Skill 2+,Yes (stacks),Legacy legacy triple-digit percent rows normalized to ±15% where applicable
Research,MR_RESEARCH_NOTEBOOK_DISCIPLINE_10,Notebook Discipline,10,Notebook Discipline (10%),+10% research progress speed.,Flux Pebble ×2; Terminal Block ×1; Solder Wire Spool ×1,Research Skill 1+,Yes (stacks),Legacy legacy triple-digit percent rows normalized to ±15% where applicable
Research,MR_RESEARCH_BETTER_SHORTLISTS_12,Better Shortlists,12,Better Shortlists (12%),+1 reroll per day for micro research options.,Fastener Set ×1; Solder Wire Spool ×1; Tempered Glass Sheet ×1,Research Skill 3+,Yes (stacks),Legacy legacy triple-digit percent rows normalized to ±15% where applicable
Research,MR_RESEARCH_BREAKTHROUGH_RITUAL_12,Breakthrough Ritual,12,Breakthrough Ritual (12%),+12% chance a micro research rolls as a higher tier.,Terminal Block ×1; Fastener Set ×1; Tempered Glass Sheet ×1,Research Skill 5+,Yes (stacks),Legacy legacy triple-digit percent rows normalized to ±15% where applicable
Research,MR_RESEARCH_COMPONENT_CATALOGING_12,Component Cataloging,12,Component Cataloging (12%),-12% research supply cost (rounded down).,Ceramic Tile ×2; Sealant Tube ×1; Tempered Glass Sheet ×1,Research Skill 4+,Yes (stacks),Legacy legacy triple-digit percent rows normalized to ±15% where applicable
Research,MR_RESEARCH_NO_STALL_ROUTINE_12,No Stall Routine,12,No Stall Routine (12%),-12% chance research ‘stalls’.,Solder Wire Spool ×1; Fastener Set ×1; Data Core ×1,Research Skill 2+,Yes (stacks),Legacy legacy triple-digit percent rows normalized to ±15% where applicable
Research,MR_RESEARCH_NOTEBOOK_DISCIPLINE_12,Notebook Discipline,12,Notebook Discipline (12%),+12% research progress speed.,Plate Panel ×1; Solder Wire Spool ×1; Capacitor Bank ×1,Research Skill 1+,Yes (stacks),Legacy legacy triple-digit percent rows normalized to ±15% where applicable
Research,MR_RESEARCH_BETTER_SHORTLISTS_15,Better Shortlists,15,Better Shortlists (15%),+1 reroll per day for micro research options.,Data Core ×1; Heatsink Block ×1; Proof Token ×1,Research Skill 3+,Yes (stacks),Legacy legacy triple-digit percent rows normalized to ±15% where applicable
Research,MR_RESEARCH_BREAKTHROUGH_RITUAL_15,Breakthrough Ritual,15,Breakthrough Ritual (15%),+15% chance a micro research rolls as a higher tier.,Tempered Glass Sheet ×1; Optic Lens ×1; Proof Token ×1,Research Skill 5+,Yes (stacks),Legacy legacy triple-digit percent rows normalized to ±15% where applicable
Research,MR_RESEARCH_COMPONENT_CATALOGING_15,Component Cataloging,15,Component Cataloging (15%),-15% research supply cost (rounded down).,Data Core ×1; Tempered Glass Sheet ×1; Blackglass Plate ×1,Research Skill 4+,Yes (stacks),Legacy legacy triple-digit percent rows normalized to ±15% where applicable
Research,MR_RESEARCH_NO_STALL_ROUTINE_15,No Stall Routine,15,No Stall Routine (15%),-15% chance research ‘stalls’.,Heatsink Block ×1; Optic Lens ×1; Data Core ×2,Research Skill 2+,Yes (stacks),Legacy legacy triple-digit percent rows normalized to ±15% where applicable
Research,MR_RESEARCH_NOTEBOOK_DISCIPLINE_15,Notebook Discipline,15,Notebook Discipline (15%),+15% research progress speed.,Data Core ×3; Heatsink Block ×1,Research Skill 1+,Yes (stacks),Legacy legacy triple-digit percent rows normalized to ±15% where applicable
Combat,MR_COMBAT_COLD_STEEL_5,Cold Steel,5,Cold Steel (5%),+5% melee damage.,Scrap Metal ×2; Fiber Bundle ×2,Military Skill 4+,Yes (stacks),Legacy legacy triple-digit percent rows normalized to ±15% where applicable
Combat,MR_COMBAT_COLD_STEEL_7,Cold Steel,7,Cold Steel (7%),+7% melee damage.,Binding Rope ×1; Fiber Bundle ×2,Military Skill 4+,Yes (stacks),Legacy legacy triple-digit percent rows normalized to ±15% where applicable
Combat,MR_COMBAT_CONTROLLED_BURSTS_5,Controlled Bursts,5,Controlled Bursts (5%),-5% recoil on automatic weapons.,Clear Grit ×2; Fiber Bundle ×2,Military Skill 3+,Yes (stacks),Legacy legacy triple-digit percent rows normalized to ±15% where applicable
Combat,MR_COMBAT_CONTROLLED_BURSTS_7,Controlled Bursts,7,Controlled Bursts (7%),-7% recoil on automatic weapons.,Binding Rope ×1; Charcoal Chunk ×1,Military Skill 3+,Yes (stacks),Legacy legacy triple-digit percent rows normalized to ±15% where applicable
Combat,MR_COMBAT_COVER_HABIT_5,Cover Habit,5,Cover Habit (5%),-5% incoming ranged damage while in cover.,Charcoal Chunk ×1; Fiber Bundle ×2,Military Skill 1+,Yes (stacks),Legacy legacy triple-digit percent rows normalized to ±15% where applicable
Combat,MR_COMBAT_COVER_HABIT_7,Cover Habit,7,Cover Habit (7%),-7% incoming ranged damage while in cover.,Clear Grit ×2; Scrap Metal ×2,Military Skill 1+,Yes (stacks),Legacy legacy triple-digit percent rows normalized to ±15% where applicable
Combat,MR_COMBAT_PANIC_DRILL_5,Panic Drill,5,Panic Drill (5%),+5% panic resistance in close encounters.,Clear Grit ×2; Binding Rope ×1,Military Skill 3+,Yes (stacks),Legacy legacy triple-digit percent rows normalized to ±15% where applicable
Combat,MR_COMBAT_PANIC_DRILL_7,Panic Drill,7,Panic Drill (7%),+7% panic resistance in close encounters.,Flux Pebble ×2; Charcoal Chunk ×1,Military Skill 3+,Yes (stacks),Legacy legacy triple-digit percent rows normalized to ±15% where applicable
Combat,MR_COMBAT_QUICK_RELOAD_5,Quick Reload,5,Quick Reload (5%),-5% reload time.,Clear Grit ×2; Fiber Bundle ×2,Military Skill 2+,Yes (stacks),Legacy legacy triple-digit percent rows normalized to ±15% where applicable
Combat,MR_COMBAT_QUICK_RELOAD_7,Quick Reload,7,Quick Reload (7%),-7% reload time.,Charcoal Chunk ×1; Scrap Metal ×2,Military Skill 2+,Yes (stacks),Legacy legacy triple-digit percent rows normalized to ±15% where applicable
Combat,MR_COMBAT_COLD_STEEL_10,Cold Steel,10,Cold Steel (10%),+10% melee damage.,Clear Grit ×2; Ceramic Tile ×2; Sealant Tube ×1,Military Skill 4+,Yes (stacks),Legacy legacy triple-digit percent rows normalized to ±15% where applicable
Combat,MR_COMBAT_CONTROLLED_BURSTS_10,Controlled Bursts,10,Controlled Bursts (10%),-10% recoil on automatic weapons.,Scrap Metal ×2; Ceramic Tile ×2; Sealant Tube ×1,Military Skill 3+,Yes (stacks),Legacy legacy triple-digit percent rows normalized to ±15% where applicable
Combat,MR_COMBAT_COVER_HABIT_10,Cover Habit,10,Cover Habit (10%),-10% incoming ranged damage while in cover.,Fiber Bundle ×2; Ceramic Tile ×2; Sealant Tube ×1,Military Skill 1+,Yes (stacks),Legacy legacy triple-digit percent rows normalized to ±15% where applicable
Combat,MR_COMBAT_PANIC_DRILL_10,Panic Drill,10,Panic Drill (10%),+10% panic resistance in close encounters.,Binding Rope ×1; Solder Wire Spool ×1; Fastener Set ×1,Military Skill 3+,Yes (stacks),Legacy legacy triple-digit percent rows normalized to ±15% where applicable
Combat,MR_COMBAT_QUICK_RELOAD_10,Quick Reload,10,Quick Reload (10%),-10% reload time.,Clear Grit ×2; Terminal Block ×1; Plate Panel ×1,Military Skill 2+,Yes (stacks),Legacy legacy triple-digit percent rows normalized to ±15% where applicable
Combat,MR_COMBAT_COLD_STEEL_12,Cold Steel,12,Cold Steel (12%),+12% melee damage.,Terminal Block ×1; Plate Panel ×1; Data Core ×1,Military Skill 4+,Yes (stacks),Legacy legacy triple-digit percent rows normalized to ±15% where applicable
Combat,MR_COMBAT_CONTROLLED_BURSTS_12,Controlled Bursts,12,Controlled Bursts (12%),-12% recoil on automatic weapons.,Fastener Set ×1; Sealant Tube ×1; Data Core ×1,Military Skill 3+,Yes (stacks),Legacy legacy triple-digit percent rows normalized to ±15% where applicable
Combat,MR_COMBAT_COVER_HABIT_12,Cover Habit,12,Cover Habit (12%),-12% incoming ranged damage while in cover.,Fastener Set ×1; Plate Panel ×1; Optic Lens ×1,Military Skill 1+,Yes (stacks),Legacy legacy triple-digit percent rows normalized to ±15% where applicable
Combat,MR_COMBAT_PANIC_DRILL_12,Panic Drill,12,Panic Drill (12%),+12% panic resistance in close encounters.,Fastener Set ×1; Plate Panel ×1; Heatsink Block ×1,Military Skill 3+,Yes (stacks),Legacy legacy triple-digit percent rows normalized to ±15% where applicable
Combat,MR_COMBAT_QUICK_RELOAD_12,Quick Reload,12,Quick Reload (12%),-12% reload time.,Ceramic Tile ×2; Plate Panel ×1; Capacitor Bank ×1,Military Skill 2+,Yes (stacks),Legacy legacy triple-digit percent rows normalized to ±15% where applicable
Combat,MR_COMBAT_COLD_STEEL_15,Cold Steel,15,Cold Steel (15%),+15% melee damage.,Data Core ×1; Tempered Glass Sheet ×1; Capacitor Bank ×2,Military Skill 4+,Yes (stacks),Legacy legacy triple-digit percent rows normalized to ±15% where applicable
Combat,MR_COMBAT_CONTROLLED_BURSTS_15,Controlled Bursts,15,Controlled Bursts (15%),-15% recoil on automatic weapons.,Tempered Glass Sheet ×1; Data Core ×1; Proof Token ×1,Military Skill 3+,Yes (stacks),Legacy legacy triple-digit percent rows normalized to ±15% where applicable
Combat,MR_COMBAT_COVER_HABIT_15,Cover Habit,15,Cover Habit (15%),-15% incoming ranged damage while in cover.,Capacitor Bank ×1; Optic Lens ×1; Blackglass Plate ×1,Military Skill 1+,Yes (stacks),Legacy legacy triple-digit percent rows normalized to ±15% where applicable
Combat,MR_COMBAT_PANIC_DRILL_15,Panic Drill,15,Panic Drill (15%),+15% panic resistance in close encounters.,Heatsink Block ×1; Optic Lens ×1; Capacitor Bank ×2,Military Skill 3+,Yes (stacks),Legacy legacy triple-digit percent rows normalized to ±15% where applicable
Combat,MR_COMBAT_QUICK_RELOAD_15,Quick Reload,15,Quick Reload (15%),-15% reload time.,Tempered Glass Sheet ×1; Data Core ×1; Capacitor Bank ×2,Military Skill 2+,Yes (stacks),Legacy legacy triple-digit percent rows normalized to ±15% where applicable
Logistics,MR_LOGISTICS_LOAD_BALANCING_5,Load Balancing,5,Load Balancing (5%),+5% carrying capacity (player + NPCs).,Fiber Bundle ×2; Binding Rope ×1,Camp Leadership 3+,Yes (stacks),Legacy legacy triple-digit percent rows normalized to ±15% where applicable
Logistics,MR_LOGISTICS_LOAD_BALANCING_7,Load Balancing,7,Load Balancing (7%),+7% carrying capacity (player + NPCs).,Scrap Metal ×2; Fiber Bundle ×2,Camp Leadership 3+,Yes (stacks),Legacy legacy triple-digit percent rows normalized to ±15% where applicable
Logistics,MR_LOGISTICS_PACK_DISCIPLINE_5,Pack Discipline,5,Pack Discipline (5%),-5% encumbrance penalties.,Scrap Metal ×2; Clear Grit ×2,Scouting Skill 4+,Yes (stacks),Legacy legacy triple-digit percent rows normalized to ±15% where applicable
Logistics,MR_LOGISTICS_PACK_DISCIPLINE_7,Pack Discipline,7,Pack Discipline (7%),-7% encumbrance penalties.,Charcoal Chunk ×1; Clear Grit ×2,Scouting Skill 4+,Yes (stacks),Legacy legacy triple-digit percent rows normalized to ±15% where applicable
Logistics,MR_LOGISTICS_ROUTE_MEMORY_5,Route Memory,5,Route Memory (5%),-5% travel time between known POIs.,Binding Rope ×1; Scrap Metal ×2,Scouting Skill 2+,Yes (stacks),Legacy legacy triple-digit percent rows normalized to ±15% where applicable
Logistics,MR_LOGISTICS_ROUTE_MEMORY_7,Route Memory,7,Route Memory (7%),-7% travel time between known POIs.,Binding Rope ×1; Scrap Metal ×2,Scouting Skill 2+,Yes (stacks),Legacy legacy triple-digit percent rows normalized to ±15% where applicable
Logistics,MR_LOGISTICS_RUNNER_ORDERS_5,Runner Orders,5,Runner Orders (5%),+5% NPC travel speed while running.,Scrap Metal ×2; Binding Rope ×1,Camp Leadership 1+,Yes (stacks),Legacy legacy triple-digit percent rows normalized to ±15% where applicable
Logistics,MR_LOGISTICS_RUNNER_ORDERS_7,Runner Orders,7,Runner Orders (7%),+7% NPC travel speed while running.,Scrap Metal ×2; Fiber Bundle ×2,Camp Leadership 1+,Yes (stacks),Legacy legacy triple-digit percent rows normalized to ±15% where applicable
Logistics,MR_LOGISTICS_STAMINA_COACHING_5,Stamina Coaching,5,Stamina Coaching (5%),-5% stamina drain while sprinting.,Binding Rope ×1; Scrap Metal ×2,Camp Leadership 2+,Yes (stacks),Legacy legacy triple-digit percent rows normalized to ±15% where applicable
Logistics,MR_LOGISTICS_STAMINA_COACHING_7,Stamina Coaching,7,Stamina Coaching (7%),-7% stamina drain while sprinting.,Clear Grit ×2; Scrap Metal ×2,Camp Leadership 2+,Yes (stacks),Legacy legacy triple-digit percent rows normalized to ±15% where applicable
Logistics,MR_LOGISTICS_LOAD_BALANCING_10,Load Balancing,10,Load Balancing (10%),+10% carrying capacity (player + NPCs).,Fiber Bundle ×2; Sealant Tube ×1; Ceramic Tile ×2,Camp Leadership 3+,Yes (stacks),Legacy legacy triple-digit percent rows normalized to ±15% where applicable
Logistics,MR_LOGISTICS_PACK_DISCIPLINE_10,Pack Discipline,10,Pack Discipline (10%),-10% encumbrance penalties.,Flux Pebble ×2; Terminal Block ×1; Solder Wire Spool ×1,Scouting Skill 4+,Yes (stacks),Legacy legacy triple-digit percent rows normalized to ±15% where applicable
Logistics,MR_LOGISTICS_ROUTE_MEMORY_10,Route Memory,10,Route Memory (10%),-10% travel time between known POIs.,Scrap Metal ×2; Fastener Set ×1; Solder Wire Spool ×1,Scouting Skill 2+,Yes (stacks),Legacy legacy triple-digit percent rows normalized to ±15% where applicable
Logistics,MR_LOGISTICS_RUNNER_ORDERS_10,Runner Orders,10,Runner Orders (10%),+10% NPC travel speed while running.,Clear Grit ×2; Fastener Set ×1; Sealant Tube ×1,Camp Leadership 1+,Yes (stacks),Legacy legacy triple-digit percent rows normalized to ±15% where applicable
Logistics,MR_LOGISTICS_STAMINA_COACHING_10,Stamina Coaching,10,Stamina Coaching (10%),-10% stamina drain while sprinting.,Binding Rope ×1; Solder Wire Spool ×1; Terminal Block ×1,Camp Leadership 2+,Yes (stacks),Legacy legacy triple-digit percent rows normalized to ±15% where applicable
Logistics,MR_LOGISTICS_LOAD_BALANCING_12,Load Balancing,12,Load Balancing (12%),+12% carrying capacity (player + NPCs).,Solder Wire Spool ×1; Plate Panel ×1; Optic Lens ×1,Camp Leadership 3+,Yes (stacks),Legacy legacy triple-digit percent rows normalized to ±15% where applicable
Logistics,MR_LOGISTICS_PACK_DISCIPLINE_12,Pack Discipline,12,Pack Discipline (12%),-12% encumbrance penalties.,Sealant Tube ×1; Plate Panel ×1; Capacitor Bank ×1,Scouting Skill 4+,Yes (stacks),Legacy legacy triple-digit percent rows normalized to ±15% where applicable
Logistics,MR_LOGISTICS_ROUTE_MEMORY_12,Route Memory,12,Route Memory (12%),-12% travel time between known POIs.,Solder Wire Spool ×1; Plate Panel ×1; Data Core ×1,Scouting Skill 2+,Yes (stacks),Legacy legacy triple-digit percent rows normalized to ±15% where applicable
Logistics,MR_LOGISTICS_RUNNER_ORDERS_12,Runner Orders,12,Runner Orders (12%),+12% NPC travel speed while running.,Fastener Set ×1; Ceramic Tile ×2; Optic Lens ×1,Camp Leadership 1+,Yes (stacks),Legacy legacy triple-digit percent rows normalized to ±15% where applicable
Logistics,MR_LOGISTICS_STAMINA_COACHING_12,Stamina Coaching,12,Stamina Coaching (12%),-12% stamina drain while sprinting.,Sealant Tube ×1; Solder Wire Spool ×1; Capacitor Bank ×1,Camp Leadership 2+,Yes (stacks),Legacy legacy triple-digit percent rows normalized to ±15% where applicable
Logistics,MR_LOGISTICS_LOAD_BALANCING_15,Load Balancing,15,Load Balancing (15%),+15% carrying capacity (player + NPCs).,Tempered Glass Sheet ×1; Capacitor Bank ×3,Camp Leadership 3+,Yes (stacks),Legacy legacy triple-digit percent rows normalized to ±15% where applicable
Logistics,MR_LOGISTICS_PACK_DISCIPLINE_15,Pack Discipline,15,Pack Discipline (15%),-15% encumbrance penalties.,Optic Lens ×1; Capacitor Bank ×1; Blackglass Plate ×1,Scouting Skill 4+,Yes (stacks),Legacy legacy triple-digit percent rows normalized to ±15% where applicable
Logistics,MR_LOGISTICS_ROUTE_MEMORY_15,Route Memory,15,Route Memory (15%),-15% travel time between known POIs.,Tempered Glass Sheet ×1; Capacitor Bank ×1; Data Core ×2,Scouting Skill 2+,Yes (stacks),Legacy legacy triple-digit percent rows normalized to ±15% where applicable
Logistics,MR_LOGISTICS_RUNNER_ORDERS_15,Runner Orders,15,Runner Orders (15%),+15% NPC travel speed while running.,Heatsink Block ×1; Capacitor Bank ×1; Proof Token ×1,Camp Leadership 1+,Yes (stacks),Legacy legacy triple-digit percent rows normalized to ±15% where applicable
Logistics,MR_LOGISTICS_STAMINA_COACHING_15,Stamina Coaching,15,Stamina Coaching (15%),-15% stamina drain while sprinting.,Heatsink Block ×1; Capacitor Bank ×1; Proof Token ×1,Camp Leadership 2+,Yes (stacks),Legacy legacy triple-digit percent rows normalized to ±15% where applicable
